VGNKennung;VAGKennung;Haltestellenname;Ort;longitude;latitude;GlobalID;Betriebszweig;Dataprovider
1969;HOHEMA;Hohe Marter Süd;Nürnberg;110239978;492548124;de:9564:1969:0:12;B;VAG
1970;ROET;Röthenbach;Nürnberg;110157068;492517756;de:9564:1970:3:G;B;VAG
1970;ROET;Röthenbach;Nürnberg;110156409;492517130;de:9564:1970:3:A;B;VAG
1970;ROET;Röthenbach;Nürnberg;110156745;492516782;de:9564:1970:3:H;B;VAG
1970;ROET;Röthenbach;Nürnberg;110157587;492515866;de:9564:1970:3:F;B;VAG
1970;ROET;Röthenbach;Nürnberg;110156053;492515797;de:9564:1970:3:E;B;VAG
1970;ROET;Röthenbach;Nürnberg;110155222;492515866;de:9564:1970:3:D;B;VAG
1970;ROET;Röthenbach;Nürnberg;110154673;492514877;de:9564:1970:3:B;B;VAG
1970;ROET;Röthenbach;Nürnberg;110157632;492512652;de:9564:1970:3:13;B;VAG
1970;ROET;Röthenbach;Nürnberg;110200821;492514028;de:9564:1970:3:C;B;VAG
1970;ROET;Röthenbach;Nürnberg;110156750;492514759;de:9564:1970:3:15;B;VAG
1970;RB;Röthenbach;Nürnberg;110154264;492514314;de:9564:1970:11:1;U;VAG
1970;RB;Röthenbach;Nürnberg;110151304;492514714;de:9564:1970:11:2;U;VAG
1971;SCHNEL;Schnelldorfer Straße;Nürnberg;110137647;492514135;de:9564:1971:0:1;B;VAG
1971;SCHNEL;Schnelldorfer Straße;Nürnberg;110140257;492513490;de:9564:1971:0:2;B;VAG
1972;TAUBER;Tauberstraße;Nürnberg;110126026;492529969;de:9564:1972:0:1;B;VAG
1972;TAUBER;Tauberstraße;Nürnberg;110125319;492530354;de:9564:1972:0:2;B;VAG
1973;SINBRO;Sinbronner Straße;Nürnberg;110109763;492523171;de:9564:1973:0:1;B;VAG
1973;SINBRO;Sinbronner Straße;Nürnberg;110111146;492523680;de:9564:1973:0:2;B;VAG
1974;RANGAU;Rangaustr.;Nürnberg;110106387;492511708;de:9564:1974:0:1;B;VAG
1974;RANGAU;Rangaustr.;Nürnberg;110106193;492511283;de:9564:1974:0:2;B;VAG
1974;RANGAU;Rangaustr.;Nürnberg;110107051;492513394;de:9564:1974:0:3;B;VAG
1974;RANGAU;Rangaustr.;Nürnberg;110105990;492513545;de:9564:1974:0:4;B;VAG
1975;GROSKR;Großkraftwerk;Nürnberg;110049136;492521799;de:9564:1975:0:1;B;VAG
1975;GROSKR;Großkraftwerk;Nürnberg;110048733;492521705;de:9564:1975:0:2;B;VAG
1975;GROSKR;Großkraftwerk;Nürnberg;110033336;492518555;de:9564:1975:0:3;B;VAG
1975;GROSKR;Großkraftwerk;Nürnberg;110033447;492518120;de:9564:1975:0:4;B;VAG
1976;HUEG;Hügelstraße;Nürnberg;110037684;492526986;de:9564:1976:0:1;B;VAG
1976;HUEG;Hügelstraße;Nürnberg;110037796;492526550;de:9564:1976:0:2;B;VAG
1976;HUEG;Hügelstraße;Nürnberg;110034785;492528308;de:9564:1976:0:3;B;VAG
1976;HUEG;Hügelstraße;Nürnberg;110034452;492527882;de:9564:1976:0:4;B;VAG
1977;GLAFEY;Glafeystraße;Nürnberg;110028018;492532702;de:9564:1977:0:1;B;VAG
1977;GLAFEY;Glafeystraße;Nürnberg;110029093;492531068;de:9564:1977:0:2;B;VAG
1978;BIBERT;Bibertstraße;Nürnberg;110018460;492545268;de:9564:1978:0:1;B;VAG
1978;BIBERT;Bibertstraße;Nürnberg;110018563;492544416;de:9564:1978:0:2;B;VAG
1978;BIBERT;Bibertstraße;Nürnberg;110018147;492545652;de:9564:1978:0:3;B;VAG
1978;BIBERT;Bibertstraße;Nürnberg;110018879;492544210;de:9564:1978:0:4;B;VAG
1979;HOHENE;Hohenecker Weg;Nürnberg;110006684;492554043;de:9564:1979:0:1;B;VAG
1979;HOHENE;Hohenecker Weg;Nürnberg;110006121;492553686;de:9564:1979:0:2;B;VAG
1980;CADOLZ;Cadolzburger Straße;Nürnberg;105952357;492604769;de:9564:1980:0:1;B;VAG
1980;CADOLZ;Cadolzburger Straße;Nürnberg;105951798;492604425;de:9564:1980:0:2;B;VAG
1981;PUET;Püttlachweg;Nürnberg;110039289;492536479;de:9564:1981:0:1;B;VAG
1981;PUET;Püttlachweg;Nürnberg;110045933;492537509;de:9564:1981:0:2;B;VAG
1981;PUET;Püttlachweg;Nürnberg;110043958;492537880;de:9564:1981:0:3;B;VAG
1982;REZATW;Rezatweg;Nürnberg;110058543;492547245;de:9564:1982:0:1;B;VAG
1982;REZATW;Rezatweg;Nürnberg;110059147;492546833;de:9564:1982:0:2;B;VAG
1982;REZATW;Rezatweg;Nürnberg;110056599;491735376;de:9564:1982:0:3;B;VAG
1983;UFFENH;Uffenheimer Straße;Nürnberg;110110981;492555581;de:9564:1983:0:1;B;VAG
1983;UFFENH;Uffenheimer Straße;Nürnberg;110112757;492555938;de:9564:1983:0:2;B;VAG
1984;GROSRE;Großreuth /Schweinau;Nürnberg;110125559;492606540;de:9564:1984:0:1;B;VAG
1984;GROSRE;Großreuth /Schweinau;Nürnberg;110125648;492605785;de:9564:1984:0:2;B;VAG
1985;MARCON;Marconistraße;Nürnberg;110140504;492611731;de:9564:1985:0:1;B;VAG
1985;MARCON;Marconistraße;Nürnberg;110139361;492610893;de:9564:1985:0:2;B;VAG
1986;TILLYS;Tillystraße;Nürnberg;110155318;492616016;de:9564:1986:0:1;B;VAG
1986;TILLYS;Tillystraße;Nürnberg;110156578;492615782;de:9564:1986:0:2;B;VAG
1987;A-TILL;Am Tillypark;Nürnberg;110202288;492601569;de:9564:1987:0:1;B;VAG
1987;A-TILL;Am Tillypark;Nürnberg;110203218;492601926;de:9564:1987:0:2;B;VAG
1987;A-TILL;Am Tillypark;Nürnberg;110202288;492601569;de:9564:1987:0:3;B;VAG
1987;A-TILL;Am Tillypark;Nürnberg;110202288;492601569;de:9564:1987:0:4;B;VAG
1988;KIRCHO;Kirchhoffstraße;Nürnberg;110142825;492555032;de:9564:1988:0:1;B;VAG
1988;KIRCHO;Kirchhoffstraße;Nürnberg;110143360;492554606;de:9564:1988:0:2;B;VAG
1989;EDISON;Edisonstraße;Nürnberg;110122607;492602063;de:9564:1989:0:1;B;VAG
1989;EDISON;Edisonstraße;Nürnberg;110122675;492601349;de:9564:1989:0:2;B;VAG
1990;SCHLOS;Stein Schloss;Nürnberg;110117340;492506115;de:9564:1990:0:1;B;VAG
1990;SCHLOS;Stein Schloss;Nürnberg;110118023;492505319;de:9564:1990:0:2;B;VAG
1991;FEUCHT;Feuchtwanger Straße;Nürnberg;110139309;492524092;de:9564:1991:0:1;B;VAG
1991;FEUCHT;Feuchtwanger Straße;Nürnberg;110138379;492525286;de:9564:1991:0:2;B;VAG
1992;LAGEAN;Landesgewerbeanstalt;Nürnberg;110157811;492607803;de:9564:1992:0:1;B;VAG
1992;LAGEAN;Landesgewerbeanstalt;Nürnberg;110158199;492608463;de:9564:1992:0:2;B;VAG
1993;WILLST;Willstätterstraße;Nürnberg;110053973;492533938;de:9564:1993:0:1;B;VAG
1993;WILLST;Willstätterstraße;Nürnberg;110056122;492534474;de:9564:1993:0:2;B;VAG
1994;SW-PAR;Südwestpark;Nürnberg;110103610;492541972;de:9564:1994:0:1;B;VAG
1994;SW-PAR;Südwestpark;Nürnberg;110104592;492539692;de:9564:1994:0:2;B;VAG
1995;INSING;Insinger Straße;Nürnberg;110156550;492518192;de:9564:1995:0:1;B;VAG
1996;KUGLER;Kuglerstraße;Nürnberg;110054911;492519395;de:9564:1996:0:1;B;VAG
1996;KUGLER;Kuglerstraße;Nürnberg;110054478;492518955;de:9564:1996:0:2;B;VAG
1998;HANSA;Hansastraße;Nürnberg;110225204;492539060;de:9564:1998:0:1;B;VAG
1998;HANSA;Hansastraße;Nürnberg;110223368;492538497;de:9564:1998:0:2;B;VAG
2110;F-HB;Fürth Hauptbahnhof;Fürth;105923190;492814091;de:9563:2110:3:D;B;VAG
2110;F-HB;Fürth Hauptbahnhof;Fürth;105922686;492815160;de:9563:2110:3:E;B;VAG
2110;F-HB;Fürth Hauptbahnhof;Fürth;105925137;492815081;de:9563:2110:3:A;B;VAG
2110;F-HB;Fürth Hauptbahnhof;Fürth;105928752;492814484;de:9563:2110:3:B;B;VAG
2110;F-HB;Fürth Hauptbahnhof;Fürth;105928356;492812946;de:9563:2110:3:C;B;VAG
2110;FH;Fürth Hauptbahnhof;Fürth;105922183;492814448;de:9563:2110:11:1;U;VAG
2110;FH;Fürth Hauptbahnhof;Fürth;105922183;492814448;de:9563:2110:11:2;U;VAG
2111;F-HSÜD;Fürth Hbf Südausgang;Fürth;105923931;492809602;de:9563:2111:0:1;B;VAG
2111;F-HSÜD;Fürth Hbf Südausgang;Fürth;105923931;492809602;de:9563:2111:0:2;B;VAG
2130;SF;Stadthalle;Fürth;105851053;492849687;de:9563:2130:11:1;U;VAG
2130;SF;Stadthalle;Fürth;105851053;492849687;de:9563:2130:11:2;U;VAG
2131;F-KULT;Kulturforum;Fürth;105852261;492849326;de:9563:2131:0:6;B;VAG
2131;F-KULT;Kulturforum;Fürth;105851602;492848883;de:9563:2131:0:7;B;VAG
2131;F-KULT;Kulturforum;Fürth;105852566;492851693;de:9563:2131:0:8;B;VAG
2131;F-KULT;Kulturforum;Fürth;105847823;492849096;de:9563:2131:0:9;B;VAG
2134;AMSCHI;Am Schießanger;Fürth;105913506;492855052;de:9563:2134:0:1;B;VAG
2134;AMSCHI;Am Schießanger;Fürth;105908444;492854948;de:9563:2134:0:2;B;VAG
2145;BADSTR;Badstraße;Fürth;105854537;492829380;de:9563:2145:0:1;B;VAG
2152;FREIHE;Fürther Freiheit;Fürth;105931964;492818898;de:9563:2152:0:1;B;VAG
2152;FREIHE;Fürther Freiheit;Fürth;105931167;492819090;de:9563:2152:0:2;B;VAG
2152;FREIHE;Fürther Freiheit;Fürth;105931964;492818898;de:9563:2152:0:3;B;VAG
2154;MAXS-S;Maxstraße Süd;Fürth;105918060;492815672;de:9563:2154:0:1;B;VAG
2155;MAXSTR;Maxstraße;Fürth;105915216;492819164;de:9563:2155:0:1;B;VAG
2155;MAXSTR;Maxstraße;Fürth;105914064;492819560;de:9563:2155:0:2;B;VAG
2155;MAXSTR;Maxstraße;Fürth;105915501;492818019;de:9563:2155:0:3;B;VAG
2156;F-HIRS;Hirschenstraße;Fürth;105907152;492821972;de:9563:2156:0:1;B;VAG
2157;MATHIL;Mathildenstraße;Fürth;105912876;492828776;de:9563:2157:0:1;B;VAG
2157;MATHIL;Mathildenstraße;Fürth;105913527;492826356;de:9563:2157:0:2;B;VAG
2158;THEATE;Theaterstraße;Fürth;105904907;492830008;de:9563:2158:0:1;B;VAG
2159;ROSENF;Rosenstraße;Fürth;105916584;492833672;de:9563:2159:0:1;B;VAG
2159;ROSENF;Rosenstraße;Fürth;105916919;492832686;de:9563:2159:0:2;B;VAG
2160;KATHAR;Katharinenstraße;Fürth;105905856;492839432;de:9563:2160:0:1;B;VAG
2160;KATHAR;Katharinenstraße;Fürth;105907351;492837890;de:9563:2160:0:2;B;VAG
2161;STADHA;Stadthalle Süd;Fürth;105858830;492843095;de:9563:2161:0:1;B;VAG
2161;STADHA;Stadthalle Süd;Fürth;105858229;492842601;de:9563:2161:0:2;B;VAG
2162;MAXBRU;Maxbrücke;Fürth;105859925;492847737;de:9563:2162:0:1;B;VAG
2162;MAXBRU;Maxbrücke;Fürth;105901092;492847133;de:9563:2162:0:2;B;VAG
2163;GRUENE;Grüner Markt;Fürth;105910311;492846089;de:9563:2163:23:1;B;VAG
2163;GRUENE;Grüner Markt;Fürth;105909456;492846336;de:9563:2163:23:2;B;VAG
2164;RATHAU;Rathaus Fürth;Fürth;105916838;492842154;de:9563:2164:53:C;B;VAG
2164;RATHAU;Rathaus Fürth;Fürth;105920024;492839858;de:9563:2164:53:A;B;VAG
2164;RATHAU;Rathaus Fürth;Fürth;105920189;492840390;de:9563:2164:53:B;B;VAG
2164;RATHAU;Rathaus Fürth;Fürth;105916357;492841794;de:9563:2164:53:D;B;VAG
2164;RF;Rathaus;Fürth;105916679;492841873;de:9563:2164:11:1;U;VAG
2164;RF;Rathaus;Fürth;105916679;492841873;de:9563:2164:11:2;U;VAG
2165;STADTT;Stadttheater;Fürth;105930055;492829802;de:9563:2165:0:1;B;VAG
2165;STADTT;Stadttheater;Fürth;105931057;492829788;de:9563:2165:0:2;B;VAG
2165;STADTT;Stadttheater;Fürth;105931486;492830516;de:9563:2165:0:3;B;VAG
2168;KURGAR;Kurgartenstraße;Fürth;110047519;492804204;de:9563:2168:0:1;B;VAG
2168;KURGAR;Kurgartenstraße;Fürth;110049194;492805192;de:9563:2168:0:2;B;VAG
2168;KURGAR;Kurgartenstraße;Fürth;110047519;492804204;de:9563:2168:0:3;B;VAG
2168;KURGAR;Kurgartenstraße;Fürth;110049235;492805192;de:9563:2168:0:4;B;VAG
2169;UFERST;Fürth Uferstadt;Fürth;110046972;492807881;de:9563:2169:0:1;B;VAG
2171;JAKO;Jakobinenstraße;Fürth;110004190;492805678;de:9563:2171:3:6;B;VAG
2171;JAKO;Jakobinenstraße;Fürth;110006544;492804886;de:9563:2171:3:7;B;VAG
2171;JAKO;Jakobinenstraße;Fürth;110008208;492808722;de:9563:2171:3:8;B;VAG
2171;JAKO;Jakobinenstraße;Fürth;110002440;492805322;de:9563:2171:3:9;B;VAG
2171;JA;Jakobinenstr.;Fürth;110003520;492805077;de:9563:2171:11:1;U;VAG
2171;JA;Jakobinenstr.;Fürth;115959463;492806175;de:9563:2171:11:2;U;VAG
2180;KF;Klinikum Fürth;Fürth;105810819;492857158;de:9563:2180:11:1;U;VAG
2180;KF;Klinikum Fürth;Fürth;105810819;492857158;de:9563:2180:11:2;U;VAG
2181;KF-OST;Klinikum Ost;Fürth;105810819;492857158;de:9563:2181:0:B;B;VAG
2181;KF-OST;Klinikum Ost;Fürth;105811379;492856979;de:9563:2181:0:A;B;VAG
2182;KF-WES;Klinikum West;Fürth;105805525;492856553;de:9563:2182:3:1;B;VAG
2182;KF-WES;Klinikum West;Fürth;105805711;492855675;de:9563:2182:3:2;B;VAG
2241;SSPARK;Südstadtpark;Fürth;105947036;492746598;de:9563:2241:0:1;B;VAG
2241;SSPARK;Südstadtpark;Fürth;105948327;492746255;de:9563:2241:0:2;B;VAG
2244;MERKUR;Merkurstraße;Fürth;110000178;492729487;de:9563:2244:0:1;B;VAG
2244;MERKUR;Merkurstraße;Fürth;105959821;492729995;de:9563:2244:0:2;B;VAG
2246;F-ZEPP;Zeppelinstraße;Fürth;105939156;492744730;de:9563:2246:0:1;B;VAG
2246;F-ZEPP;Zeppelinstraße;Fürth;105939383;492744593;de:9563:2246:0:2;B;VAG
2248;FRONMU;Fronmüllerstraße;Fürth;110024550;492735255;de:9563:2248:0:1;B;VAG
2248;FRONMU;Fronmüllerstraße;Fürth;110019843;492734293;de:9563:2248:0:2;B;VAG
2248;FRONMU;Fronmüllerstraße;Fürth;110020101;492733785;de:9563:2248:0:3;B;VAG
2249;F-BORN;Hans-Bornkessel-Str.;Fürth;110020101;492733785;de:9563:2249:0:1;B;VAG
2249;F-BORN;Hans-Bornkessel-Str.;Fürth;110019843;492734293;de:9563:2249:0:2;B;VAG
2250;AMALIE;Amalienstraße;Fürth;105911972;492807500;de:9563:2250:0:1;B;VAG
2250;AMALIE;Amalienstraße;Fürth;105910283;492805055;de:9563:2250:0:2;B;VAG
2251;PAULSK;Paulskirche;Fürth;105929097;492800894;de:9563:2251:0:1;B;VAG
2251;PAULSK;Paulskirche;Fürth;105925921;492757983;de:9563:2251:0:2;B;VAG
2252;F-FLOE;Frauenstraße;Fürth;105948516;492751872;de:9563:2252:0:1;B;VAG
2253;SIMONS;Simonstraße;Fürth;105927835;492753367;de:9563:2253:0:1;B;VAG
2253;SIMONS;Simonstraße;Fürth;105927453;492753231;de:9563:2253:0:2;B;VAG
2253;SIMONS;Simonstraße;Fürth;105926982;492751767;de:9563:2253:0:3;B;VAG
2253;SIMONS;Simonstraße;Fürth;105926797;492752358;de:9563:2253:0:4;B;VAG
2254;STRESP;Stresemannplatz;Fürth;105943324;492755130;de:9563:2254:0:1;B;VAG
2254;STRESP;Stresemannplatz;Fürth;105945650;492754954;de:9563:2254:0:2;B;VAG
2254;STRESP;Stresemannplatz;Fürth;105943324;492755130;de:9563:2254:0:3;B;VAG
2254;STRESP;Stresemannplatz;Fürth;105945650;492754954;de:9563:2254:0:4;B;VAG
2255;RITTER;Ritterstraße;Fürth;105958080;492757612;de:9563:2255:0:1;B;VAG
2255;RITTER;Ritterstraße;Fürth;105959193;492757296;de:9563:2255:0:2;B;VAG
2255;RITTER;Ritterstraße;Fürth;105958080;492757612;de:9563:2255:0:3;B;VAG
2255;RITTER;Ritterstraße;Fürth;105958080;492757612;de:9563:2255:0:4;B;VAG
2256;SONNEN;Sonnenstraße;Fürth;105953923;492748575;de:9563:2256:0:1;B;VAG
2256;SONNEN;Sonnenstraße;Fürth;105951907;492749743;de:9563:2256:0:2;B;VAG
2256;SONNEN;Sonnenstraße;Fürth;105953923;492748575;de:9563:2256:0:3;B;VAG
2256;SONNEN;Sonnenstraße;Fürth;105953923;492748575;de:9563:2256:0:4;B;VAG
2257;LEYERS;Leyher Straße;Fürth;110014501;492751267;de:9563:2257:0:1;B;VAG
2257;LEYERS;Leyher Straße;Fürth;110015793;492750018;de:9563:2257:0:2;B;VAG
2258;BALBIE;Balbiererstraße;Fürth;110009407;492747340;de:9563:2258:0:1;B;VAG
2258;BALBIE;Balbiererstraße;Fürth;110009300;492746502;de:9563:2258:0:2;B;VAG
2260;HOLZST;Holzstraße;Fürth;105909301;492755085;de:9563:2260:0:1;B;VAG
2260;HOLZST;Holzstraße;Fürth;105908999;492751899;de:9563:2260:0:2;B;VAG
2261;KAISER;Kaiserstraße;Fürth;105912748;492743714;de:9563:2261:0:1;B;VAG
2261;KAISER;Kaiserstraße;Fürth;105912165;492743233;de:9563:2261:0:2;B;VAG
2261;KAISER;Kaiserstraße;Fürth;105912748;492743714;de:9563:2261:0:3;B;VAG
2261;KAISER;Kaiserstraße;Fürth;105912748;492743714;de:9563:2261:0:4;B;VAG
2261;KAISER;Kaiserstraße;Fürth;105933648;492748852;de:9563:2261:0:5;B;VAG
2262;FLOES;Flößaustraße;Fürth;105916538;492734692;de:9563:2262:0:1;B;VAG
2262;FLOES;Flößaustraße;Fürth;105915292;492736120;de:9563:2262:0:2;B;VAG
2263;KORNST;Kornstraße;Fürth;105929629;492747353;de:9563:2263:0:1;B;VAG
2263;KORNST;Kornstraße;Fürth;105929924;492748754;de:9563:2263:0:2;B;VAG
2264;STEUBE;Steubenstraße;Fürth;105927229;492741311;de:9563:2264:0:1;B;VAG
2264;STEUBE;Steubenstraße;Fürth;105927974;492742300;de:9563:2264:0:2;B;VAG
2264;STEUBE;Steubenstraße;Fürth;105927229;492741311;de:9563:2264:0:3;B;VAG
2265;LUDW-S;Ludwigstraße;Fürth;105928565;492735282;de:9563:2265:0:1;B;VAG
2265;LUDW-S;Ludwigstraße;Fürth;105927768;492734815;de:9563:2265:0:2;B;VAG
2266;SAARBU;Saarburger Straße;Fürth;105920507;492718555;de:9563:2266:0:1;B;VAG
2266;SAARBU;Saarburger Straße;Fürth;105919412;492716564;de:9563:2266:0:2;B;VAG
2267;WEIKER;Weikershof;Weikershof;105926999;492645844;de:9563:2267:0:1;B;VAG
2267;WEIKER;Weikershof;Weikershof;105925914;492643509;de:9563:2267:0:2;B;VAG
2268;F-SU;Fürth Süd;Fürth;105940797;492613959;de:9563:2268:0:1;B;VAG
2268;F-SU;Fürth Süd;Fürth;105939861;492613329;de:9563:2268:0:2;B;VAG
2268;F-SU;Fürth Süd;Fürth;105937046;492614247;de:9563:2268:0:3;B;VAG
2268;F-SU;Fürth Süd;Fürth;105942086;492614956;de:9563:2268:0:4;B;VAG
2268;F-SU;Fürth Süd;Fürth;105938580;492615144;de:9563:2268:0:5;B;VAG
2269;WEIK-S;Weikershof Süd;Weikershof;105933011;492627318;de:9563:2269:0:1;B;VAG
2269;WEIK-S;Weikershof Süd;Weikershof;105931950;492627112;de:9563:2269:0:2;B;VAG
2269;WEIK-S;Weikershof Süd;Weikershof;105931812;492626088;de:9563:2269:0:3;B;VAG
2270;F-BENN;Benno-Strauß-Straße;Fürth;105924699;492656761;de:9563:2270:0:1;B;VAG
2270;F-BENN;Benno-Strauß-Straße;Fürth;105923535;492655292;de:9563:2270:0:2;B;VAG
2271;EUROPA;Europaallee;Fürth;105953556;492701389;de:9563:2271:0:1;B;VAG
2272;A-WEID;Am Weidiggraben;Fürth;110015126;492719983;de:9563:2272:0:1;B;VAG
2272;A-WEID;Am Weidiggraben;Fürth;110014213;492719393;de:9563:2272:0:2;B;VAG
2274;GARTEN;Gartenko. Südstadt I;Fürth;110004380;492711826;de:9563:2274:0:1;B;VAG
2274;GARTEN;Gartenko. Südstadt I;Fürth;110004075;492712293;de:9563:2274:0:2;B;VAG
2274;GARTEN;Gartenko. Südstadt I;Fürth;110004803;492713227;de:9563:2274:0:3;B;VAG
2274;GARTEN;Gartenko. Südstadt I;Fürth;110004343;492713048;de:9563:2274:0:4;B;VAG
2275;INFRA;infra;Fürth;110026733;492742501;de:9563:2275:0:1;B;VAG
2275;INFRA;infra;Fürth;110026216;492742094;de:9563:2275:0:2;B;VAG
2276;DR-FRA;Dr.-Frank-Straße;Fürth;105934635;492727138;de:9563:2276:0:1;B;VAG
2276;DR-FRA;Dr.-Frank-Straße;Fürth;105933725;492727152;de:9563:2276:0:2;B;VAG
2276;DR-FRA;Dr.-Frank-Straße;Fürth;105933567;492726067;de:9563:2276:0:3;B;VAG
2276;DR-FRA;Dr.-Frank-Straße;Fürth;105933831;492725628;de:9563:2276:0:4;B;VAG
2276;DR-FRA;Dr.-Frank-Straße;Fürth;105935250;492725710;de:9563:2276:0:5;B;VAG
2278;MAGAZI;Magazinstraße;Fürth;105950881;492724364;de:9563:2278:0:1;B;VAG
2278;MAGAZI;Magazinstraße;Fürth;105950339;492725436;de:9563:2278:0:2;B;VAG
2278;MAGAZI;Magazinstraße;Fürth;105949154;492728017;de:9563:2278:0:3;B;VAG
2278;MAGAZI;Magazinstraße;Fürth;105949408;492727605;de:9563:2278:0:4;B;VAG
2281;F-JFK;J-F-Kennedy-Straße;Fürth;105941340;492717814;de:9563:2281:0:1;B;VAG
2281;F-JFK;J-F-Kennedy-Straße;Fürth;105938999;492718665;de:9563:2281:0:2;B;VAG
2283;G-HAUP;Gerhart-Hauptmann-St;Fürth;105956652;492722524;de:9563:2283:0:1;B;VAG
2283;G-HAUP;Gerhart-Hauptmann-St;Fürth;105957098;492722181;de:9563:2283:0:2;B;VAG
2284;T-MANN;Thomas-Mann-Straße;Fürth;105945989;492715012;de:9563:2284:0:1;B;VAG
2284;T-MANN;Thomas-Mann-Straße;Fürth;105946552;492714738;de:9563:2284:0:2;B;VAG
2312;UNTERF;Unterfürberg;Unterfürberg;105722325;492821466;de:9563:2312:3:1;B;VAG
2312;UNTERF;Unterfürberg;Unterfürberg;105722325;492821466;de:9563:2312:3:2;B;VAG
2331;BRÜNN;Brünnleinsweg;Unterfürberg;105729412;492808328;de:9563:2331:0:1;B;VAG
2331;BRÜNN;Brünnleinsweg;Unterfürberg;105729448;492806528;de:9563:2331:0:2;B;VAG
2331;BRÜNN;Brünnleinsweg;Unterfürberg;105728792;492807294;de:9563:2331:0:3;B;VAG
2331;BRÜNN;Brünnleinsweg;Unterfürberg;105732061;492807046;de:9563:2331:0:4;B;VAG
2346;GRUEND;Gründlacher Straße;Ronhof;110046256;492928373;de:9563:2346:0:1;B;VAG
2346;GRUEND;Gründlacher Straße;Ronhof;110046256;492929087;de:9563:2346:0:2;B;VAG
2349;STEING;Steingartenweg;Ronhof;110030675;492914722;de:9563:2349:0:1;B;VAG
2349;STEING;Steingartenweg;Ronhof;110030493;492914722;de:9563:2349:0:2;B;VAG
2350;ERFURT;Erfurter Ring;Poppenreuth/FÜ;110042973;492919611;de:9563:2350:0:1;B;VAG
2350;ERFURT;Erfurter Ring;Poppenreuth/FÜ;110042118;492919831;de:9563:2350:0:2;B;VAG
2351;JENAER;Jenaer Straße;Ronhof;110042177;492926010;de:9563:2351:0:1;B;VAG
2351;JENAER;Jenaer Straße;Ronhof;110041088;492925942;de:9563:2351:0:2;B;VAG
2352;VESTNE;Vestner Weg;Dambach/FÜ;105831618;492726342;de:9563:2352:0:1;B;VAG
2352;VESTNE;Vestner Weg;Dambach/FÜ;105832411;492726603;de:9563:2352:0:2;B;VAG
2353;ERLOES;Erlöserkirche;Dambach/FÜ;105825842;492735388;de:9563:2353:0:1;B;VAG
2353;ERLOES;Erlöserkirche;Dambach/FÜ;105826468;492735296;de:9563:2353:0:2;B;VAG
2354;FUCHSS;Fuchsstraße;Dambach/FÜ;105821486;492743966;de:9563:2354:0:1;B;VAG
2354;FUCHSS;Fuchsstraße;Dambach/FÜ;105821964;492743992;de:9563:2354:0:2;B;VAG
2355;HAENDE;Händelstraße;Dambach/FÜ;105755226;492750251;de:9563:2355:0:1;B;VAG
2355;HAENDE;Händelstraße;Dambach/FÜ;105754350;492750567;de:9563:2355:0:2;B;VAG
2355;HAENDE;Händelstraße;Dambach/FÜ;105756916;492805772;de:9563:2355:0:3;B;VAG
2355;HAENDE;Händelstraße;Dambach/FÜ;105759223;492806085;de:9563:2355:0:4;B;VAG
2356;SAATWE;Saatweg;Unterfürberg;105731166;492816989;de:9563:2356:0:1;B;VAG
2356;SAATWE;Saatweg;Unterfürberg;105732281;492818239;de:9563:2356:0:2;B;VAG
2357;REICHS;Reichsbodenweg;Fürth;105738674;492824048;de:9563:2357:0:1;B;VAG
2357;REICHS;Reichsbodenweg;Fürth;105735141;492822853;de:9563:2357:0:2;B;VAG
2358;R-V-AL;R.-v.-Aldebert-S;Fürth;105758947;492826272;de:9563:2358:0:1;B;VAG
2358;R-V-AL;R.-v.-Aldebert-S;Fürth;105759311;492826506;de:9563:2358:0:2;B;VAG
2359;PILLAU;Pillauer Straße;Fürth;105754468;492836516;de:9563:2359:0:1;B;VAG
2359;PILLAU;Pillauer Straße;Fürth;105755080;492836300;de:9563:2359:0:2;B;VAG
2359;PILLAU;Pillauer Straße;Fürth;105747508;492840596;de:9563:2359:0:3;B;VAG
2359;PILLAU;Pillauer Straße;Fürth;105755518;492840472;de:9563:2359:0:4;B;VAG
2360;STIFTS;Stiftungsstraße;Fürth;105813501;492842244;de:9563:2360:0:1;B;VAG
2360;STIFTS;Stiftungsstraße;Fürth;105812725;492842038;de:9563:2360:0:2;B;VAG
2360;STIFTS;Stiftungsstraße;Fürth;105813501;492842244;de:9563:2360:0:3;B;VAG
2361;SCHERB;Scherbsgrabenbäder;Fürth;105835137;492838769;de:9563:2361:0:1;B;VAG
2361;SCHERB;Scherbsgrabenbäder;Fürth;105836198;492838605;de:9563:2361:0:2;B;VAG
2362;BILLIN;Billinganlage;Fürth;105839000;492845660;de:9563:2362:3:1;B;VAG
2362;BILLIN;Billinganlage;Fürth;105839180;492845876;de:9563:2362:23:2;B;VAG
2362;BILLIN;Billinganlage;Fürth;105837092;492848450;de:9563:2362:23:3;B;VAG
2362;BILLIN;Billinganlage;Fürth;105832991;492850383;de:9563:2362:3:4;B;VAG
2362;BILLIN;Billinganlage;Fürth;105836843;492852381;de:9563:2362:53:5;B;VAG
2362;BILLIN;Billinganlage;Fürth;105836408;492851888;de:9563:2362:53:6;B;VAG
2362;BILLIN;Billinganlage;Fürth;105822980;492917098;de:9563:2362:53:7;B;VAG
2363;HEIMGA;Heimgartenstraße;Fürth;105845543;492912031;de:9563:2363:0:1;B;VAG
